     Pays de destination,Date,Value,continent,Continent Total
     Italie,2005-05-01,176.0,AFRIQUE,54146.0
     Pays-Bas,2005-05-01,24.0,AFRIQUE,54170.0
     Portugal,2005-05-01,0.0,AFRIQUE,54170.0
     Roumanie,2005-05-01,23.0,AFRIQUE,54193.0
     Autres pays de l'U.E.,2005-05-01,0.0,AFRIQUE,54193.0
   2. AUTRES,2005-05-01,122.0,AFRIQUE,54315.0
     Suisse,2005-05-01,46.0,AFRIQUE,54361.0
     Turquie,2005-05-01,2.0,AFRIQUE,54363.0
     Royaume-Uni,2005-05-01,14.0,AFRIQUE,54377.0
     Russie,2005-05-01,0.0,AFRIQUE,54377.0
     Autres pays d'Europe,2005-05-01,60.0,AFRIQUE,54437.0
II. ASIE,2005-05-01,2115.0,,
     Arabie Saoudite,2005-05-01,38.0,ASIE,38.0
     Bangladesh,2005-05-01,0.0,ASIE,38.0
     Corée du Nord,2005-05-01,5.0,ASIE,43.0
     Corée du Sud,2005-05-01,0.0,ASIE,43.0
     Emirats Arabes Unis,2005-05-01,0.0,ASIE,43.0
     Hong-Kong,2005-05-01,67.0,ASIE,110.0
     Iran,2005-05-01,0.0,ASIE,110.0
     Japon,2005-05-01,324.0,ASIE,434.0
     Pakistan,2005-05-01,0.0,ASIE,434.0
     Rép. Pop. de Chine,2005-05-01,676.0,ASIE,1110.0
     Taiwan,2005-05-01,23.0,ASIE,1133.0
     Union Indienne,2005-05-01,269.0,ASIE,1402.0
     Autres pays d'Asie,2005-05-01,713.0,ASIE,2115.0
III. AFRIQUE,2005-05-01,15225.0,,
     Afrique du Sud,2005-05-01,404.0,AFRIQUE,404.0
     Djibouti,2005-05-01,0.0,AFRIQUE,404.0
     Kenya,2005-05-01,3484.0,AFRIQUE,3888.0
     Ouganda,2005-05-01,1602.0,AFRIQUE,5490.0
     R.D.C.(1) ,2005-05-01,381.0,AFRIQUE,5871.0
     Rwanda,2005-05-01,16.0,AFRIQUE,5887.0
     Tanzanie,2005-05-01,4147.0,AFRIQUE,10034.0
     Zambie,2005-05-01,4821.0,AFRIQUE,14855.0
     Zimbabwe,2005-05-01,1.0,AFRIQUE,14856.0
     Autres pays d'Afrique,2005-05-01,369.0,AFRIQUE,15225.0
 IV. AMERIQUE,2005-05-01,352.0,AFRIQUE,15577.0
       Etats-Unis ,2005-05-01,33.0,AFRIQUE,15610.0
       Canada,2005-05-01,284.0,AFRIQUE,15894.0
       Autres pays d'Amérique,2005-05-01,35.0,AFRIQUE,15929.0
  V. OCEANIE,2005-05-01,0.0,AFRIQUE,15929.0
        Australie,2005-05-01,0.0,AFRIQUE,15929.0
        Autres,2005-05-01,0.0,AFRIQUE,15929.0
 VI. PAYS NON SPECIFIES,2005-05-01,6.0,AFRIQUE,15935.0
TOTAL,2005-05-01,20162.0,AFRIQUE,36097.0
  I. EUROPE,2005-06-01,2853.0,AFRIQUE,38950.0
   1. Union Européenne,2005-06-01,2448.0,AFRIQUE,41398.0
     Allemagne,2005-06-01,346.0,AFRIQUE,41744.0
     Belgique - Luxembourg,2005-06-01,1236.0,AFRIQUE,42980.0
     Danemark,2005-06-01,134.0,AFRIQUE,43114.0
     Espagne,2005-06-01,4.0,AFRIQUE,43118.0
     France,2005-06-01,318.0,AFRIQUE,43436.0
     Grèce,2005-06-01,10.0,AFRIQUE,43446.0
     Irlande,2005-06-01,0.0,AFRIQUE,43446.0
     Italie,2005-06-01,240.0,AFRIQUE,43686.0
     Pays-Bas,2005-06-01,156.0,AFRIQUE,43842.0
     Portugal,2005-06-01,0.0,AFRIQUE,43842.0
     Roumanie,2005-06-01,0.0,AFRIQUE,43842.0
     Autres pays de l'U.E.,2005-06-01,4.0,AFRIQUE,43846.0
   2. AUTRES,2005-06-01,405.0,AFRIQUE,44251.0
     Suisse,2005-06-01,6.0,AFRIQUE,44257.0
     Turquie,2005-06-01,2.0,AFRIQUE,44259.0
     Royaume-Uni,2005-06-01,9.0,AFRIQUE,44268.0
     Russie,2005-06-01,47.0,AFRIQUE,44315.0
     Autres pays d'Europe,2005-06-01,341.0,AFRIQUE,44656.0
II. ASIE,2005-06-01,2369.0,,
     Arabie Saoudite,2005-06-01,149.0,ASIE,149.0
     Corée du Nord,2005-06-01,18.0,ASIE,167.0
     Corée du Sud,2005-06-01,0.0,ASIE,167.0
     Emirats Arabes Unis,2005-06-01,0.0,ASIE,167.0
     Hong-Kong,2005-06-01,1.0,ASIE,168.0
     Iran,2005-06-01,0.0,ASIE,168.0
     Japon,2005-06-01,280.0,ASIE,448.0
     Pakistan,2005-06-01,0.0,ASIE,448.0
     Rép. Pop. de Chine,2005-06-01,682.0,ASIE,1130.0
     Taiwan,2005-06-01,0.0,ASIE,1130.0
     Union Indienne,2005-06-01,401.0,ASIE,1531.0
     Autres pays d'Asie,2005-06-01,838.0,ASIE,2369.0
III. AFRIQUE,2005-06-01,13784.0,,
     Afrique du Sud,2005-06-01,395.0,AFRIQUE,395.0
     Djibouti,2005-06-01,2.0,AFRIQUE,397.0
     Kenya,2005-06-01,4080.0,AFRIQUE,4477.0
     Ouganda,2005-06-01,1134.0,AFRIQUE,5611.0
     R.D.C.(1) ,2005-06-01,730.0,AFRIQUE,6341.0
     Rwanda,2005-06-01,134.0,AFRIQUE,6475.0
     Tanzanie,2005-06-01,2977.0,AFRIQUE,9452.0
     Zambie,2005-06-01,4127.0,AFRIQUE,13579.0
     Zimbabwe,2005-06-01,26.0,AFRIQUE,13605.0
     Autres pays d'Afrique,2005-06-01,179.0,AFRIQUE,13784.0
